"Name","NumOfPublications"
CIAO! / EOMAS,29
CIARP,1648
CIASG,75
CIBB,301
CIBCB,934
CIBIM,68
CIC,2141
CICA,113
CICAI (1),103
CICAI (2),143
CICARE,46
CICBA,56
CICBA (1),113
CICBA (2),115
CICC,3711
CICLing,637
CICLing (1),404
CICLing (2),413
CICM,248
CICM Workshops,130
CICS,81
CICSyN,468
CIComms,27
CIDM,332
CIDR,638
CIDU,71
CIDUE,35
CIEL,22
CIES,59
CIFEr,511
CIG,824
CIHLI,34
CIIA,237
CIIS,113
CIISE,68
CIISR@Wirtschaftsinformatik,17
CIKM,7803
CIKM Workshops,154
CILC,311
CIMCA/IAWTIC,607
CIMI,15
CIMSIVP,80
CINAIC,29
CIP,159
CIPAE,698
CIPLS,52
CIPS-SIGHAN,152
CIR,12
CIRA,802
CIRCLE,74
CIS,2466
CIS (1),418
CIS (2),409
CIS/RAM,249
CISDA,201
CISETC,115
CISIM,842
CISIS,1991
CISIS-ICEUTE,194
CISIS/ICEUTE/SOCO Special Sessions,56
CISM - Advances in Database Systems,19
CISMOD,34
CISP-BMEI,2104
CISR,51
CISRC,46
CISS,2624
CISST,265
CIST,490
CISched,82
CIT,2080
CITA,184
CITI,186
CITIE,29
CITRisk,77
CITS,478
CITSC,11
CIVEMSA,343
CIVI,13
CIVR,611
CIVTS,50
CIbSE,773
CIoT,122
CJCDGCGT,31
CL&C,29
CLA,364
CLADE,66
CLADE@HPDC,15
CLAR,96
CLARIN Annual Conference,142
CLASE,7
CLAWAR,231
CLAWAR (1),25
CLAWAR (2),35
CLBib@ISSI,14
CLEAR,84
CLEF,1172
CLEF (1),81
CLEF (2),54
CLEF (Working Notes),3105
CLEI,1017
CLEI Selected Papers,86
CLIHC,252
CLIMA,229
CLIN,110
CLIP,37
CLIP@MICCAI,57
CLOSER,887
CLOSER (Selected Papers),138
CLOUD,920
CLPsych@ACL,26
CLPsych@HLT-NAACL,43
CLSW,629
CLSW (1),122
CLSW (2),102
CLUSTER,1872
CLUSTER Workshops,54
CLeaR,135
CLfL@NAACL-HLT,49
CLiC-it,408
CMCIM/GETCO@CONCUR,10
CMCL,41
CMCL@ACL,33
CMCL@NAACL-HLT,20
CMCS,231
CMIS,302
CMLS,30
CMMCA@MICCAI,34
CMMR,394
CMMR/FRSM,18
CMMR/ICAD,26
CMN,91
CMNA,16
CMNA@COMMA,22
CMNA@ICAIL,14
CMNA@IJCAI,11
CMSB,456
CMSEBA@MoDELS,7
CMiGIN,81
CN,469
CNCERT,66
CNI@MICCAI,50
CNIA,19
CNIOT,283
CNL,85
CNS,873
CNSM,1096
CNSR,484
COAPSN,57
COCOA,643
COCOA (1),112
COCOA (2),110
COCOON,1642
COCOON (1),30
COCOON (2),32
COCOS,32
COCS,135
COCV@ETAPS,55
CODAS,139
CODASPY,571
CODATA,38
CODES,253
CODES+ISSS,775
CODS,86
COGSAT@AAAI Fall Symposium,11
COIN,24
COIN(E)@AAMAS,11
COIN@AAMAS,12
COIN@AAMAS&AAAI,18
COIN@AAMAS&IJCAI&MALLOW,22
COIN@AAMAS&MALLOW,21
COIN@AAMAS&WI-IAT,13
COIN@AAMAS/ECAI,34
COIN@AAMAS/IJCAI,24
COIN@AAMAS/PRIMA,21
COINE,37
COINS,290
COLCO,10
COLD,72
COLING,5002
COLING (Demos),227
COLING (Posters),354
COLING (Tutorial),10
COLING (Tutorials),25
COLINS,392
COLINS (1),53
COLINS (2),60
COLINS (3),75
COLT,2196
COM.Geo,232
COMAD,325
COMAD/CODS,529
COMETA,16
COMHUM,17
COMM,479
COMMA,455
COMMONSENSE,22
COMNET,159
COMPASS,275
COMPASS/ADT,100
COMPCON,1007
COMPENG,161
COMPLEX NETWORKS,309
COMPLEX NETWORKS (1),301
COMPLEX NETWORKS (2),287
COMPLEX NETWORKS (3),40
COMPLEX NETWORKS (4),39
COMPLEXIS,172
COMPOS,26
COMPSAC,4246
COMPSAC (1),864
COMPSAC (2),768
COMPSAC Workshops,869
COMPSTAT,235
COMPUTE,175
COMS2,92
COMSNETS,1809
COMSNETS (Extended Selected Papers),13
COMSWARE,347
CONCUR,1346
CONF-IRM,435
CONFENIS,200
CONFENIS (1),91
CONFENIS (2),94
CONIELECOMP,769
CONPAR,376
CONTEXT,425
CONVERSATIONS,73
COOCS,97
COODBSE,20
COOL CHIPS,93
COOL Chips,105
COOP,202
COOPER,10
COORDINATION,530
COOS@AAMAS,6
COOTS,110
COP@ECOOP,97
COPA,180
COREDEMA@ECAI,10
CORES,364
CORES/IP&C/ACS,34
CORIA,540
CORIA-CIFED,110
CORRECTNESS@SC,31
COSADE,207
COSH@HiPEAC,12
COSH@HiPEAC (extended versions),9
COSIT,450
COSIT (Workshops/Posters),53
COSMIC@CGO,14
COSN,77
COST 2102 Conference,41
COST 2102 Conference (Prague),40
COST 2102 School (Vietri),35
COST 2102 Training School,117
COST 2102 Workshop (Patras),22
COST 237 Workshop,70
COST TD0904 International Workshop,22
CP,1839
CPA,230
CPAIOR,658
CPITS,120
CPITS II (1),31
CPITS II (2),30
CPM,982
CPP,318
CPR,467
"CPS Summer School, PhD Workshop",21
CPS-SPC@CCS,64
CPS4CIP,15
CPSIOTSEC@CCS,45
CPSNA,77
CPSS@AsiaCCS,91
CPSS@IOT,9
CQL,60
CR@RO-MAN,15
CRC,342
CREAI@AI*IA,16
CREST@ETAPS,25
CRI,282
CRIS,254
CRITIS,397
CRIWG,536
CRM Workshop,13
CRMEX@TPDL,11
CRV,1036
CRYPTO,1266
CRYPTO (1),317
CRYPTO (2),319
CRYPTO (3),211
CRYPTO (4),69
CRiSIS,327
CRoNe,15
CS&P,256
CS&P (Revised Selected Papers),10
CS&SE@SW,89
CS2@HiPEAC,45
CS2Bio,34
CSA,110
CSA/CUTE,534
CSAE,765
CSAI,319
CSAW,20
CSB,408
CSBio,65
CSC,403
CSCI,741
CSCL,1375
CSCL (1),169
CSCL (2),286
CSCLP,87
CSCML,202
CSCN,404
CSCS,722
CSCW,1768
CSCW Companion,1047
CSCWD,3055
CSCWD (Selected Papers),138
CSCWD (Selected papers),112
CSCloud,201
CSCloud/EdgeCom,281
CSDM,239
CSDM (Posters),39
CSDM Asia,48
CSE,989
CSEDU,120
CSEDU (1),1154
CSEDU (2),946
CSEDU (Selected Papers),202
CSEE,231
CSEE&T,930
CSEIA,29
CSER,303
CSERC,110
CSET,73
CSET @ USENIX Security Symposium,102
CSF,505
CSFW,394
CSHI,165
CSI-SE,15
CSI-SE@ICSE,23
CSI@MICCAI,60
CSIA,203
CSIA (1),247
CSIA (2),255
CSICC,335
CSII,60
CSII (selected papers),28
CSIIRW,348
CSIT,622
CSIT (1),478
CSIT (2),303
CSL,1350
CSLAW,40
CSLP,24
CSMR,768
CSNDSP,1208
CSNet,131
CSO,357
CSOC (1),238
CSOC (2),247
CSOC (3),206
CSOS (1),50
CSOS (2),49
CSP,92
CSP Forum,28
CSPS,664
CSPS (1),133
CSPS (2),173
CSPS (3),146
CSR,841
CSREA EEE,278
CSS,239
CSSE,253
CSSL,10
CSWS,109
CSoNet,285
CT-RSA,645
CTCS,93
CTE,173
CTE/AREdu,8
CTGDSD@ICSE,25
CTIC,59
CTRS,126
CTS,1019
CTS@SIGSPATIAL,25
CTTE,102
CTW,520
CUBIST Workshop,15
CUI,171
CURAC,398
CUU,60
CVAUI/IWCF/MIPPSNA@ICPR,17
CVAUI@ICPR,23
CVC (1),60
CVCBT,38
CVCS,115
CVDB,25
CVE,62
CVHI,34
CVII-STENT/LABELS@MICCAI,40
CVIP (1),317
CVIP (2),321
CVIP (3),45
CVMI,60
CVMLH/WTEK,11
CVMP,160
CVPR,17454
CVPR (1),727
CVPR (2),693
CVPR Workshops,5731
CVRMed,165
CVSM@ICSE,23
CVUML,9
CW,1431
CWIT,180
CWMT,23
CWS@CONTEXT,11
CWSN,306
CYBCONF,274
CYSARM@CCS,17
CaPTion@MICCAI,29
Cache-Oblivious and Cache-Aware Algorithms,4
Calculemus,27
Calculemus/MKM,104
Canadian AI,1045
Capacity Building for IT in Education in Developing Countries,40
CarSys@MobiCom,33
Categorial Methods in Computer Science,24
Category Theory Applied to Computation and Control,30
Category Theory and Computer Science,90
CeDEM,50
Certification and Security in E-Services,19
Challenge+DC@RuleML,35
Challenged Networks,38
Checkmate@CCS,11
ChinaCom,516
ChinaCom (1),161
ChinaCom (2),125
ChinaGrid,208
ChinaSIP,533
ChineseCSCW,218
ChineseCSCW (1),133
ChineseCSCW (2),132
CiE,900
CiSt,126
CinC,3268
"Circuits, Logic, and Games",14
"Circuits, Signals, and Systems",148
CitiSens,18
"Cliques, Coloring, and Satisfiability",31
Cloud Forward,46
Cloud-I,17
CloudCP@EuroSys,17
CloudCom,1050
CloudComp,167
CloudDB@CIKM,36
CloudDP@EuroSys,20
CloudMDE@MoDELS,17
CloudNet,570
CloudTech,38
Cloudtech,84
Co-HPC@SC,21
CoALP-Ty,5
CoBuild,47
CoCo@NIPS,30
CoCoME,18
CoDIT,2008
CoG,675
CoLIS,59
CoLLAs,122
CoMSO,62
CoNEXT,821
CoNGA,21
CoNLL,897
CoNLL Shared Task,164
CoNLL Shared Task (1),30
CoNLL Shared Task (2),57
CoOrg@COORDINATION,8
CoPDA@AVI,50
CoPDA@IS-EUD,13
CoPDA@NordiCHI,14
CoRL,968
CoRoNet@MOBICOM,13
CoSECivi,98
CoSinE,7
CoSinE@ICTERI,11
Code Generation,17
Code Generation for Embedded Processors,16
CodeSwitch@EMNLP,37
Codes and Association Schemes,25
Codes for Boundary-Value Problems in Ordinary Differential Equations,34
Coding And Quantization,34
Coding Theory and Applications,53
CogALex@COLING,52
CogInfoCom,1010
CogMI,149
CogRob@KR,6
CogSIMA,474
CogSci,10862
Cognitive Systems,14
CollabTech,140
CollaborateCom,961
CollaborateCom (1),138
CollaborateCom (2),124
CollaborateCom (3),22
"Color Imaging: Device-Independent Color, Color Hard Copy, and Graphic Arts",89
"Color Imaging: Device-Independent Color, Color Hardcopy, and Graphic Arts",215
"Color Imaging: Displaying, Processing, Hardcopy, and Applications",521
"Color Imaging: Processing, Hardcopy, and Applications",314
ComComAP,250
ComNet,28
Combinatorial Optimization,29
Combinatorics and Computer Science,35
Combinators and Functional Programming Languages,10
CommNet,277
Communications and Computer Networks,86
Communications and Multimedia Security,341
Communications and Networking in Education,29
Communications in Computing,240
"Communications, Internet, and Information Technology",240
CompIMAGE,268
CompLife,51
CompMod,10
CompSysTech,1396
Comparative Genomics,44
Compcon,200
CompleNet,171
Complex,32
Complex Adaptive Systems,434
ComplexRec@RecSys,17
Complexity Theory: Current Research,12
Complexity of Constraints,20
Component Deployment,53
Component-Base Modeling and Simulation,2
Computational Imaging,606
Computational Intelligence,172
Computational Methods for SNPs and Haplotype Inference,11
Computational Proteomics,18
"Computational Structures for Modelling Space, Time and Causality",7
Computational Support for Discrete Mathematics,30
Computer Animation and Simulation,59
Computer Applications in the Automation of Shipyard Operation and Ship Design,32
Computer Architecture,18
Computer Architecture for Non-Numeric Processing,47
Computer Graphics International,535
Computer Graphics and Imaging,95
Computer Performance Evaluation,46
Computer Performance Evaluation / TOOLS,82
Computer Performance and Reliability,67
Computer Security and Industrial Cryptography,18
Computer Supported Acitivity Coordination,41
Computer Supported Activity Coordination,17
Computer Vision and Image Analysis of Art,41
Computer and Telecommunications Performance Engineering,17
Computers and Games,222
Computing Methods in Applied Sciences and Engineering,41
ConTEL,188
Conceptual Modeling,24
"Concurrency: Theory, Language, And Architecture",19
Conf. Computing Frontiers,672
ConfWS,65
Conference on Computer Logic,22
Conference on Designing Interactive Systems,1568
Conference on Designing Interactive Systems (Companion Volume),536
Conference on Information Security Management & Small Systems Security,35
Conference on Operating Systems,10
Configuration Workshop,71
Constraint Programming,16
Constraint Programming and Large Scale Discrete Optimization,11
Constraint-Based Mining and Inductive Databases,19
Constructive Theory of Functions of Several Variables,23
Constructivity in Computer Science,17
Contemporary Knowledge Engineering and Cognition,19
Contemporary Trends in Discrete Mathematics,28
Content-Based Retrieval,13
Control of Distributed Parameter and Stochastic Systems,40
CoopIS,295
Cooperative Multimodal Communication,15
Coordination Technology for Collaborative Applications,18
Coping with Uncertainty,19
CoreGRID Integration Workshop,42
CoreGRID Workshop - Making Grids Work,32
CoreGRID Workshop on Grid Middleware,17
CoreGRID@Euro-Par,16
Correct System Design,35
Correctness@SC,16
Creativity & Cognition,1109
Critical Infrastructure Protection,289
CrossCloud@EuroSys,15
CrossMMLA@LAK,25
CrowdMM@ACM Multimedia,31
CrowdRE@RE,11
Crowdsourcing and Human-Centered Experiments,8
CrownCom,862
Cryptography,3
CuRIOUS/KiPA/MELA@MICCAI,11
Culture Computing,89
Culture and Computing,146
Curves and Surfaces,81
CyCon,269
CyCon U.S.,54
CyPhy,48
CyPhy/WESE,29
CySWATER@CPSWeek,25
CybHyg,66
Cyber Science,26
Cyber Security,125
CyberC,970
CyberICPS/SECPRE/ADIoT/SPOSE/CPS4CIP/CDT&SECOMANE@ESORICS,33
CyberICPS/SECPRE/SPOSE/ADIoT@ESORICS,28
CyberICPS/SECPRE/SPOSE/CPS4CIP/CDT&SECOMAN/EIS/SecAssure@ESORICS,40
CyberICPS/SECPRE@ESORICS,32
CyberICPS@ESORICS,8
CyberICS/WOS-CPS@ESORICS,12
CyberSA,195
CyberSec,102
CyberSec4Europe,12
D-CSCW,99
D.GO,70
D/PDPAR@IJCAR,13
D2R2,27
D4RE@RE,15
DAARC,42
DAC,8394
DAFx,86
DAGM,41
DAGM-Symposium,1956
DAH@HT,7
DAI,107
DAIS,458
DAISD,79
DALI@MICCAI,30
DALI@TABLEAUX,13
DALT,153
DAMAS,12
DAMDID/RCDL,228
DAMDID/RCDL (Selected Papers),86
DAMDID/RCDL (Supplementary Proceedings),77
DAMP,46
DAPPS,59
DAR@ICVGIP,39
DARE,23
DARE@PKDD/ECML,37
DARS,605
DART@AI*IA,26
DART@AI*IA (Revised and Invited Papers),21
DART@CIKM,20
DART@MICCAI,31
DARe@ECAI,16
DAS,280
DASC,619
DASC/PiCom/CBDCom/CyberSciTech,616
DASC/PiCom/DataCom/CyberSciTech,695
DASFAA,913
DASFAA (1),638
DASFAA (2),655
DASFAA (3),300
DASFAA (Workshops),108
DASFAA Workshops,364
DASIP,429
DATA,740
DATA (Revised Selected Papers),84
DATA@SenSys,42
DATE,7937
DATESO,185
DATeCH,90
DB&IS,233
DB&IS (Selected Papers),44
DBB,11
DBISP2P,85
DBKDA,65
DBPL,315
DBSec,913
DBSocial,23
DBTA,359
DBTest,69
DBTest@SIGMOD,28
DC@AI*IA,65
DC@CHItaly,18
DC@ISWC,96
DC@PKDD/ECML,39
DCAI,727
DCAI (1),92
DCAI (2),98
DCAI (Special Sessions II),9
DCAI (Special Sessions),126
DCASE,295
DCC,2084
DCCN,133
DCFS,519
DCH@ICE/ITMC,17
DCIS,280
DCM,69
DCM/ITRS,7
DCM@ICALP,33
DCNET,49
DCNET/ICE-B/OPTICS,102
DCNET/OPTICS,47
DCOSS,946
DCSMart,31
DCW,50
DChanges@DocEng,23
DDB,46
DDDAS,87
DDECS,1072
DDEP/PODDP,18
DDI,52
DDLP,33
DDSS,43
DE-FACTIFY@AAAI,39
DEBS,775
DEC,65
DECH/UHDL,14
DECLARE,33
DEECS,31
DEEM@SIGMOD,78
DEFORM/AVATARS,22
DEFT@TALN,19
DELFI,187
DELFI Workshops,28
DELOS,121
DELTA,505
DEON,218
DESIRE,78
DESIRES,72
DESRIST,568
DESSERT,311
DEST,102
DET,135
DETERMINED,14
DEVOPS,34
DEXA,1735
DEXA (1),525
DEXA (2),561
DEXA Workshop,869
DEXA Workshops,1796
DFN-Arbeitstagung über Kommunikationsnetze,137
DFN-Forum Kommunikationstechnologien,151
DFT,1349
DFTS,95
DFUC@MICCAI,20
DG.O,1918
DGCI,635
DGM4MICCAI,24
DGMM,112
DH,3264
DHLU,11
DHN,138
DHN Post-Proceedings,28
DHandNLP@PROPOR,24
DHd,1278
DIAL,71
DIAL-M,50
DIALM-POMC,68
DICE,11
DICE-FOPARA@ETAPS,12
DICG@Middleware,30
DICT@HPDC,23
DICTA,1648
DICTAP,259
DIDC@HPDC,9
DIDL@Middleware,15
DIFTS@FMCAD,14
DIGITEL,203
DIISM,156
DILS,254
DIMEA,143
DIMVA,318
DIONE,81
DIPES,157
DIS,23
DIS-RT,37
DISC,1145
DISCO,128
DISCS@SC,32
DISWEB,8
DIVANet,65
DIVANet@MSWiM,150
DIWeb,29
DKB/KIK@KI,31
DL,45
DL4KG@ESWC,17
DL4KG@ISWC,28
DL4SR@CIKM,13
DLI,47
DLMIA/ML-CDS@MICCAI,88
DLRS@RecSys,26
DLS,179
DLS@SC,20
DLT,290
DLT@ITASEC,29
DLfM,95
DLfM@JCDL,29
DLfm,25
DMAH@VLDB,22
DMAS,14
DMBD,233
DMBD (1),93
DMBD (2),96
DMBiz@PAKDD,14
DMDW,67
DMI,114
DMIN,438
DMIP,91
DMIS,30
DMKD,69
DMLE/IOTSTREAMING@PKDD/ECML,11
DMM@ICDM,10
DMNLP@PKDD/ECML,24
DMO,58
DMRS,25
DMS,493
DMSN,73
DMSVIVA,98
DMTCS,81
DMTW,21
DNA,456
DNA Based Computers,88
DNIS,225
DOA,117
DOLAP,356
DOOD,159
DP@AI*IA,38
DPDS,41
DPM/CBT@ESORICS,160
DPM/QASA@ESORICS,40
DPM/SETOP,113
DPM/SETOP/QASA,24
DPPI,181
DPS,295
DPTA,243
DRBSD@SC,18
DRC,419
DRCN,608
DRMTICS,27
DRR,427
DS,299
DS-1,19
DS-3,33
DS-5,19
DS-6,27
DS-7,21
DS-8,25
DS-9,21
DS-RT,762
DSA,618
DSAA,992
DSAI,344
DSAL@AOSD,34
DSC,1109
DSD,2310
DSDE,150
DSDM,29
DSIE,219
DSIT,378
DSL,73
DSM@SPLASH,81
DSMM@SIGMOD,67
DSMP,275
DSMSI,16
DSN,1637
DSN (Supplements),103
DSN Workshops,474
DSOM,253
DSP,1858
DSS,142
DSV-IS,300
DSW,117
DTESI,31
"DTESI (workshops, short papers)",57
DTIS,374
DTMBIO,46
DTMBIO@CIKM,62
DTMPP,7
DTPI,260
DUBMOD@CIKM,17
DWAI@AI*IA,18
DX,84
DaEng,146
DaLí,51
DaMaLOS,33
DaMoN,237
DaSET,80
DaSH@KDD,21
DaWaK,891
Dagstuhl Seminar on Distributed Systems,18
Dagstuhl Seminar on Graph Transformations in Computer Science,23
Dagstuhl Seminar on Parallelization in Inference Systems,46
DanaC@SIGMOD,22
Dance Notations and Robot Motion,21
"Data Always and Everywhere - Management of Mobile, Ubiquitous, Pervasive, and Sensor Data",5
Data Base Design Techniques I,10
Data Base Design Techniques II,8
Data Base Techniques for Pictorial Applications,32
Data Communications and their Performance,27
Data Compression Conference,864
"Data Depth: Robust Multivariate Analysis, Computational Geometry and Applications",18
"Data Mining and Knowledge Discovery: Theory, Tools, and Technology",220
"Data Mining, Intrusion Detection, Information Assurance, and Data Networks Security",124
Data Networks with Satellites,19
Data Structures,16
"Data Structures, Near Neighbor Searches, and Methodology",15
Data Warehousing,58
DataCloud@SC,15
DataCom,41
DataMod,13
DataMod@CIKM,15
Databases and Applications,132
Databases in Telecommunications,29
Datalog,77
Datenverarbeitung im Marketing,24
DeFi@CCS,25
DeLFI,769
DeLFI Workshops,260
DeLFI/GMW Workshops,24
DeLTA,102
DeLTA (Selected Papers),15
DeMobile@SIGSOFT FSE,19
DeRiVE@ISWC,30
DeSE,1007
DeSemWeb@ISWC,21
Decision Economics@DCAI,28
Decisions@RecSys,16
Declarative Programming,21
Deduction and Applications,7
Deep-BDB,14
Denert Award,22
DepCoS-RELCOMEX,565
DepLing,120
DependSys,59
Dependability Metrics,26
Description Logics,1373
Design and Analysis of Randomized and Approximation Algorithms,4
Design and Implementation of Programming Languages,23
Designing Information Systems,18
Deterministic and Statistical Methods in Machine Learning,20
Developments in Language Theory,717
Device-Independent Color Imaging,46
DiCES-N,16
DiCES-N@ICTAC,10
DiGRA Conference,887
DiSS,103
Diagrams,639
Diffusion and Adoption of Networked Information Technologies,16
"Diffusion, Transfer and Implementation of Information Technology",38
DigiBiz,21
DigiPro,125
Digital Cities,93
Digital Health,59
Digital Historical Corpora,18
Digital Identity Management,95
Digital Literacy,6
Digital Mammography / IWDM,683
Digital Photography,339
Digital Photography and Mobile Imaging,35
Digital Rights Management Workshop,139
Digital and Image Geometry,28
Directed Model Checking,4
DiscoMT@EMNLP,45
Discovery Science,719
Discrete Geometry and Algebraic Combinatorics,11
Discrete Mathematical Chemistry,35
Discrete Mathematical Problems with Medical Applications,20
Discrete Methods in Epidemiology,18
Discrete and Computational Geometry,24
Distributed Computing And Cryptography,21
DistributedML@CoNEXT,21
DoCEIS,687
DoSIER,39
DocEng,333
Doctoral Consortium/Forum@DB&IS,56
Document Analysis Systems,513
Document Recognition,159
Document Recognition and Retrieval,134
Domain-Specific Program Generation,19
Drawing Graphs,12
Drift-a-LOD@EKAW,7
DroNet@MobiSys,100
DroneCom@MobiCom,32
DroneSE/RAPIDO@HiPEAC,33
Dublin Core Conference,526
"Duplication, Redundancy, and Similarity in Software",15
DyDESS,32
DyNaK,10
DySPAN,430
Dynamically Reconfigurable Architectures,35
E-Business: Multidisciplinary Research and Practice,36
E-VOTE-ID,73
E-Vote-ID,29
E2DC,34
E2EMON,37
E2SC@SC,50
E4MAS,63
EA,33
EA@AOSD,36
EA@ICSE,26
EAAI,31
EAAMO,81
EACL,1583
EACL (1),302
EACL (2),164
EACL (Findings),357
EACL (Student Research Workshop),98
EACL (System Demonstrations),74
EAI,30
EAIA,11
EAIS,286
EAMT,711
EAMT Workshop,17
EANN,501
EASC,19
EASE,804
EASEAI@ESEC/SIGSOFT FSE,29
EATIS,464
EBCCSP,228
EBEE,105
EBIMCS,343
EC,1693
EC-TEL,1278
EC-TEL (Doctoral Consortium),54
EC-TEL (Practitioner Proceedings),23
EC-TEL Doctoral Consortium,37
EC-TEL PROLEAN,9
EC-Web,471
ECAI,5336
ECAI Workshop LDAIS / ICMAS Workshop LIOME,19
"ECAI Workshop on Agent Theories, Architectures, and Languages",26
ECAI Workshop on Dialogue Processing in Spoken Language Systems,17
ECAI Workshop on Knowledge Representation and Reasoning,20
ECAI Workshops (1),26
ECAI Workshops (2),45
ECAL,1110
ECAL (1),62
ECAL (2),56
ECASE@ICSE,18
ECBS,993
ECBS-EERC,112
ECC,7895
ECCB,109
ECCBR,191
ECCBR Workshops,50
ECCE,705
ECCS,28
ECCTD,1441
ECCV,186
ECCV (1),828
ECCV (10),140
ECCV (11),141
ECCV (12),138
ECCV (13),140
ECCV (14),140
ECCV (15),142
ECCV (16),141
ECCV (17),91
ECCV (18),90
ECCV (19),90
ECCV (2),811
ECCV (20),90
ECCV (21),91
ECCV (22),91
ECCV (23),91
ECCV (24),90
ECCV (25),90
ECCV (26),90
ECCV (27),90
ECCV (28),90
ECCV (29),90
ECCV (3),588
ECCV (30),71
ECCV (4),585
ECCV (5),369
ECCV (6),348
ECCV (7),270
ECCV (8),191
ECCV (9),141
ECCV Workshop on HCI,34
ECCV Workshops (1),399
ECCV Workshops (2),338
ECCV Workshops (3),364
ECCV Workshops (4),190
ECCV Workshops (5),147
ECCV Workshops (6),150
ECCV Workshops (7),51
ECCV Workshops (8),28
ECDA,105
ECDL,849
ECEH,46
ECHT,136
ECI,79
ECICS,29
ECIL,422
ECIR,1317
ECIR (1),295
ECIR (2),403
ECIR (3),113
ECIS,6224
ECMAST,129
ECMDA-FA,128
ECMFA,200
ECML,702
ECML/PKDD (1),792
ECML/PKDD (2),762
ECML/PKDD (3),626
ECML/PKDD (4),152
ECML/PKDD (5),140
ECML/PKDD (6),95
ECMR,481
ECMS,1294
ECOC,2351
ECONVN,162
ECOOP,1010
ECOOP Workshop,27
ECOOP Workshops,737
ECOWS,203
ECP,65
ECRTS,734
ECS,38
ECSA,455
ECSA (Companion),192
ECSA (Tracks and Workshops),49
ECSA Companion Volume,68
ECSA Workshops,150
ECSCW,425
ECSCW Exploratory Papers,30
"ECSCW Panels, Demos and Posters",15
ECSEE,64
ECSQARU,856
ECSS,10
ECSW@PERSUASIVE,10
ECUMN,102
ED&TC,343
EDA,275
EDBT,1906
EDBT PhD Workshop,53
EDBT Workshops,175
EDBT/ICDT Workshops,659
EDCC,505
EDCC Workshops,57
EDEWC,8
EDGE,257
EDM,1536
EDM (Workshops),123
EDO,23
EDOC,804
EDOC Workshops,486
EDOCW,255
EDUCON,2797
EDUROBOTICS,25
EDUTECH,39
EECS,136
EEE,227
EEET,177
EEFSW,15
EEKE@JCDL,51
EEMMAS,19
EEPM@eGOV,7
EESR,9
EESSMod@MoDELS,27
EEWC,141
EEXTT,20
EFIS,55
EFMI-STC,438
EG-ICE,155
EGC,1999
EGC (best of volume),100
EGOSE,150
EGOV,867
EGOV-CeDEM-ePart-*,143
EGOVIS,246
EGOVIS/EDEM,45
EGPGV,46
EGPGV@EuroVis,93
EGPGV@Eurographics,84
EGSR (DL),28
EGSR (EI&I),53
EGVE,136
EGVE/EuroVR,31
EHCI,74
EHCI/DS-VIS,64
EI.A,18
EI.A (2),23
EIAT/IETA,101
EICC,131
EICS,508
EICS (Companion),60
EICS (Workshops),12
EIDWT,711
EIG,41
EIMM@MM,23
EIS,17
EISA,38
EISIC,370
EIT,1433
EITCE,1149
EITEC@CPSWeek,19
EJC,678
